mã_câu	chủ_đề_gốc	loại	kênh	có_truyện	trạng_thái_đánh_giá	hoàn_cảnh	năng_lực_được_hỗ_trợ	chuyển_động_suy_ngẫm	độ_sâu	độ_chắc_chắn
attributed.epictetus.ench_05.opinion	emotion	adapted_wisdom	phát_hành	có	đã_quy_đổi_từ_mẫu_36	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	đổi_khung_nhìn	3	cao
attributed.ma.iv_07.suppress_injury	emotion	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	điều_hòa_cảm_xúc	buông	3	trung_bình
attributed.ma.viii_47.judgment_afflicts	emotion	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	điều_hòa_cảm_xúc	đặt_lại_giả_định	4	cao
attributed.paulo_coelho.the_alchemist.020	emotion	adapted_wisdom	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	tổn_thương_cảm_xúc	điều_hòa_cảm_xúc	chưa_xác_định	1	thấp
attributed.paulo_coelho.the_alchemist.030	emotion	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tổn_thương_cảm_xúc	mở_rộng_góc_nhìn	đặt_lại_giả_định	2	trung_bình
attributed.paulo_coelho.the_alchemist.066	emotion	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_3	bất_định	chịu_đựng_bất_định	buông	2	thấp
attributed.seneca.letter_13.imagination	emotion	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_3	bất_định	điều_hòa_cảm_xúc	đặt_lại_giả_định	3	cao
coffee_returns_a_distant_morning	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	mất_mát	nhận_biết_cảm_xúc	kết_nối_lại	2	trung_bình
curtain_keeps_the_old_smoke	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	nhận_ra	3	cao
feeling_is_signal_not_command	emotion	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tổn_thương_cảm_xúc	quyền_tự_chủ	phân_biệt_kiểm_soát	4	cao
light_gives_the_room_a_shape	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	gọi_tên	3	cao
memory_layer_digest	emotion	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	đổi_khung_nhìn	3	cao
name_the_weather_inside	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	gọi_tên	4	cao
old_song_opens_a_closed_room	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	mất_mát	nhận_biết_cảm_xúc	kết_nối_lại	2	trung_bình
quiet_house_reveals_the_clock	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	chậm_lại	3	cao
river_carries_the_upstream_rain	emotion	selflo_original	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	tổn_thương_cảm_xúc	tự_cảm_thông	nhận_ra	4	cao
room_holds_the_bells_echo	emotion	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	nhận_ra	3	cao
sunlight_finds_the_scratch	emotion	selflo_original	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	tổn_thương_cảm_xúc	hiểu_mình	nhận_ra	3	trung_bình
towel_reveals_what_it_carried	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	cạn_năng_lượng	nhận_biết_cảm_xúc	nhận_ra	3	cao
water_heats_before_the_kettle_sings	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	nhận_ra	3	cao
yin_yang_of_emotion	emotion	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_3	tổn_thương_cảm_xúc	nhận_biết_cảm_xúc	đổi_khung_nhìn	4	cao
a_good_meal_ends_with_enough	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	quá_tải	biết_đủ	chấp_nhận_giới_hạn	3	cao
applause_ending_is_not_failure	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	thất_bại	làm_rõ_giá_trị	đặt_lại_giả_định	3	cao
attributed.confucius.book_ii_ch13.action	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	không_gắn_hoàn_cảnh_cụ_thể	trách_nhiệm	hành_động	4	cao
attributed.dhammapada.verse_006.end	meaning_values	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_5	mâu_thuẫn_quan_hệ	mở_rộng_góc_nhìn	buông	3	cao
attributed.dhammapada.verse_020.practice	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	trách_nhiệm	hành_động	3	cao
attributed.epictetus.ench_15.banquet	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	bất_định	biết_đủ	chấp_nhận_giới_hạn	2	trung_bình
attributed.epictetus.ench_17.role	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	khủng_hoảng_bản_sắc	trách_nhiệm	phân_biệt_kiểm_soát	4	cao
attributed.laozi.chapter_11.empty_space	meaning_values	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_5	không_gắn_hoàn_cảnh_cụ_thể	mở_rộng_góc_nhìn	đổi_khung_nhìn	4	cao
attributed.laozi.chapter_48.diminish	meaning_values	adapted_wisdom	phát_hành	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	biết_đủ	buông	4	cao
attributed.ma.ii_17.fame_forgotten	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	mở_rộng_góc_nhìn	đổi_khung_nhìn	3	cao
attributed.ma.iv_17.be_good_now	meaning_values	adapted_wisdom	phát_hành	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	trách_nhiệm	hành_động	2	cao
attributed.ma.iv_35.one_day	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	biết_đủ	chấp_nhận_giới_hạn	3	trung_bình
attributed.ma.vii_03.worth_pursuit	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	làm_rõ_giá_trị	lựa_chọn	4	cao
attributed.ma.vii_56.life_overplus	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	thay_đổi	quyền_tự_chủ	đổi_khung_nhìn	3	cao
attributed.ma.viii_33.fortune_gifts	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	bất_định	chịu_đựng_bất_định	buông	3	cao
attributed.ma.x_16.be_one	meaning_values	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	trách_nhiệm	hành_động	4	cao
attributed.paulo_coelho.the_alchemist.002	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	khủng_hoảng_bản_sắc	quyền_tự_chủ	đặt_lại_giả_định	4	cao
attributed.paulo_coelho.the_alchemist.003	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	định_hướng_công_việc	quyền_tự_chủ	hành_động	1	thấp
attributed.paulo_coelho.the_alchemist.012	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	làm_rõ_giá_trị	nhận_ra	2	thấp
attributed.paulo_coelho.the_alchemist.015	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	không_gắn_hoàn_cảnh_cụ_thể	sự_hiện_diện	đổi_khung_nhìn	2	trung_bình
attributed.paulo_coelho.the_alchemist.036	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	bất_định	phán_đoán_độc_lập	nhận_ra	1	thấp
attributed.paulo_coelho.the_alchemist.037	meaning_values	adapted_wisdom	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	tìm_ý_nghĩa	chưa_xác_định	chưa_xác_định	1	thấp
attributed.paulo_coelho.the_alchemist.049	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	định_hướng_công_việc	làm_rõ_giá_trị	làm_rõ_giá_trị	3	trung_bình
attributed.paulo_coelho.the_alchemist.050	meaning_values	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	làm_rõ_giá_trị	làm_rõ_giá_trị	1	trung_bình
attributed.paulo_coelho.the_alchemist.051	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	định_hướng_công_việc	quyền_tự_chủ	hành_động	1	thấp
attributed.paulo_coelho.the_alchemist.053	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	bất_định	trách_nhiệm	chấp_nhận_giới_hạn	2	thấp
attributed.paulo_coelho.the_alchemist.057	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	cô_đơn	kết_nối	đặt_lại_giả_định	1	thấp
attributed.paulo_coelho.the_alchemist.059	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	bất_định	chịu_đựng_bất_định	chấp_nhận_giới_hạn	1	thấp
attributed.paulo_coelho.the_alchemist.064	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	mở_rộng_góc_nhìn	chậm_lại	2	trung_bình
attributed.paulo_coelho.the_alchemist.065	meaning_values	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_5	không_gắn_hoàn_cảnh_cụ_thể	mở_rộng_góc_nhìn	kết_nối_lại	2	thấp
attributed.seneca.letter_20.deeds	meaning_values	adapted_wisdom	phát_hành	không	đã_kiểm_chứng_trong_mẫu_88	chưa_xác_định	trách_nhiệm	hành_động	1	cao
bus_ticket_keeps_the_day_of_return	meaning_values	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_5	thay_đổi	làm_rõ_giá_trị	lựa_chọn	3	cao
candle_is_seen_when_it_goes_out	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	mất_mát	biết_đủ	nhận_ra	3	cao
chipped_cup_stays_for_its_story	meaning_values	selflo_original	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	khủng_hoảng_bản_sắc	tự_cảm_thông	đổi_khung_nhìn	3	cao
clarity_before_speed	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	định_hướng_công_việc	làm_rõ_giá_trị	chậm_lại	4	cao
compass_keeps_direction_not_steps	meaning_values	selflo_original	phát_hành	có	đã_quy_đổi_từ_mẫu_36	bất_định	làm_rõ_giá_trị	làm_rõ_giá_trị	4	cao
emergency_fund_can_become_breathing_time	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	áp_lực_công_việc	quyền_tự_chủ	đổi_khung_nhìn	3	cao
home_is_known_by_what_it_keeps	meaning_values	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	làm_rõ_giá_trị	nhận_ra	3	cao
keep_the_lamp_when_the_sea_has_waves	meaning_values	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_5	bất_định	quyền_tự_chủ	phân_biệt_kiểm_soát	4	cao
meaning_is_often_found_in_how	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	làm_rõ_giá_trị	đổi_khung_nhìn	4	cao
morning_thread_gathers_the_days	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	tìm_ý_nghĩa	làm_rõ_giá_trị	kết_nối_lại	3	cao
new_leaves_do_not_need_an_audience	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	so_sánh	quyền_tự_chủ	đặt_lại_giả_định	2	cao
old_chair_holds_more_than_wood	meaning_values	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_5	mất_mát	kết_nối	kết_nối_lại	3	cao
ordinary_morning_is_a_quiet_gift	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	mất_mát	biết_đủ	nhận_ra	3	cao
porch_light_marks_the_kind_of_home	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	mâu_thuẫn_quan_hệ	làm_rõ_giá_trị	làm_rõ_giá_trị	3	cao
small_suitcase_reveals_what_matters	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	thay_đổi	làm_rõ_giá_trị	lựa_chọn	3	cao
some_footprints_lead_toward_home	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	quá_tải	làm_rõ_giá_trị	lựa_chọn	4	cao
the_pauses_were_the_life	meaning_values	selflo_original	phát_hành	có	đã_quy_đổi_từ_mẫu_36	tìm_ý_nghĩa	sự_hiện_diện	đổi_khung_nhìn	4	cao
village_road_contains_a_childhood	meaning_values	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_5	mất_mát	kết_nối	kết_nối_lại	3	cao
attributed.confucius.book_i_ch03.fine_words	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	phán_đoán_độc_lập	nhận_ra	3	cao
attributed.confucius.book_xv_ch23.reciprocity	relationships	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	trách_nhiệm	lựa_chọn	4	cao
attributed.dhammapada.verse_005.hatred	relationships	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	điều_hòa_cảm_xúc	buông	4	cao
attributed.dhammapada.verse_049.bee	relationships	adapted_wisdom	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	mâu_thuẫn_quan_hệ	kết_nối	kết_nối_lại	2	cao
attributed.laozi.chapter_08.water	relationships	adapted_wisdom	phát_hành	không	đã_kiểm_chứng_trong_mẫu_88	mâu_thuẫn_quan_hệ	kết_nối	đổi_khung_nhìn	3	cao
attributed.ma.vi_06.best_revenge	relationships	adapted_wisdom	phát_hành	không	đã_quy_đổi_từ_mẫu_36	mâu_thuẫn_quan_hệ	trách_nhiệm	phân_biệt_kiểm_soát	3	cao
attributed.ma.vi_39.adapt_love	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	kết_nối	chấp_nhận_giới_hạn	3	cao
attributed.ma.vi_48.others_excellence	relationships	adapted_wisdom	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	mâu_thuẫn_quan_hệ	kết_nối	nhận_ra	1	cao
attributed.ma.vi_54.swarm_bee	relationships	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	mâu_thuẫn_quan_hệ	trách_nhiệm	đổi_khung_nhìn	2	cao
attributed.ma.vii_07.accept_help	relationships	adapted_wisdom	phát_hành	không	đã_kiểm_chứng_trong_mẫu_88	cô_đơn	kết_nối	kết_nối_lại	3	cao
attributed.paulo_coelho.the_alchemist.001	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	hiểu_mình	nhận_ra	3	trung_bình
attributed.paulo_coelho.the_alchemist.010	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	định_hướng_công_việc	làm_rõ_giá_trị	giữ_hai_mặt	3	trung_bình
attributed.paulo_coelho.the_alchemist.026	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	không_gắn_hoàn_cảnh_cụ_thể	kết_nối	chấp_nhận_giới_hạn	2	trung_bình
attributed.paulo_coelho.the_alchemist.027	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	bất_định	kết_nối	chấp_nhận_giới_hạn	2	thấp
attributed.paulo_coelho.the_alchemist.035	relationships	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	tìm_ý_nghĩa	kết_nối	kết_nối_lại	1	trung_bình
attributed.paulo_coelho.the_alchemist.038	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	định_hướng_công_việc	làm_rõ_giá_trị	giữ_hai_mặt	2	thấp
attributed.paulo_coelho.the_alchemist.046	relationships	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	mâu_thuẫn_quan_hệ	phán_đoán_độc_lập	đặt_lại_giả_định	3	trung_bình
attributed.paulo_coelho.the_alchemist.070	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	không_gắn_hoàn_cảnh_cụ_thể	kết_nối	kết_nối_lại	2	trung_bình
attributed.paulo_coelho.the_alchemist.071	relationships	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cô_đơn	kết_nối	kết_nối_lại	1	trung_bình
attributed.paulo_coelho.the_alchemist.072	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	bất_định	chịu_đựng_bất_định	buông	2	trung_bình
attributed.paulo_coelho.the_alchemist.083	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	bất_định	kết_nối	chấp_nhận_giới_hạn	2	thấp
attributed.seneca.letter_03.loyal	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	kết_nối	hành_động	3	cao
attributed.seneca.letter_07.mutual_learning	relationships	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	kết_nối	giữ_hai_mặt	4	cao
attributed.seneca.letter_09.friends	relationships	adapted_wisdom	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cô_đơn	kết_nối	giữ_hai_mặt	4	cao
attributed.seneca.letter_47.people	relationships	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	kết_nối	đặt_lại_giả_định	4	cao
bridge_does_not_hold_the_walker	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	thay_đổi	kết_nối	buông	3	cao
door_stays_where_home_begins	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	cô_đơn	kết_nối	kết_nối_lại	3	cao
empty_chair_changes_the_table	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mất_mát	kết_nối	nhận_ra	3	cao
familiar_cafe_remembers_the_order	relationships	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_8	cô_đơn	kết_nối	kết_nối_lại	3	cao
hand_does_not_need_to_grip	relationships	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	mâu_thuẫn_quan_hệ	kết_nối	chấp_nhận_giới_hạn	3	cao
kitchen_sounds_like_someone_waiting	relationships	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cô_đơn	kết_nối	nhận_ra	3	cao
lit_window_guides_the_way_home	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	cô_đơn	kết_nối	kết_nối_lại	3	cao
one_umbrella_keeps_two_steps_together	relationships	selflo_original	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	cô_đơn	kết_nối	kết_nối_lại	3	cao
safe_return_can_help_us_go_farther	relationships	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_8	bất_định	kết_nối	giữ_hai_mặt	4	cao
small_boundary_is_still_boundary	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	quyền_tự_chủ	lựa_chọn	4	cao
social_layer_digest	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	tổn_thương_cảm_xúc	kết_nối	nhận_ra	3	cao
someone_calls_at_the_last_stop	relationships	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_8	bất_định	kết_nối	chấp_nhận_giới_hạn	3	cao
the_opposite_chair_stays_occupied	relationships	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_8	mâu_thuẫn_quan_hệ	kết_nối	chậm_lại	3	cao
apron_waits_on_the_hook	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	biết_đủ	buông	3	cao
athlete_sits_after_finish	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	biết_đủ	đổi_khung_nhìn	2	cao
attributed.laozi.chapter_09.full_vessel	rest_wellbeing	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_7	quá_tải	biết_đủ	chấp_nhận_giới_hạn	4	cao
attributed.laozi.chapter_15.muddy_water	rest_wellbeing	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_7	tổn_thương_cảm_xúc	điều_hòa_cảm_xúc	chậm_lại	4	cao
attributed.ma.iv_03.inner_retreat	rest_wellbeing	adapted_wisdom	phát_hành	không	đã_quy_đổi_từ_mẫu_36	quá_tải	sự_hiện_diện	chậm_lại	2	cao
attributed.ma.vi_11.return_yourself	rest_wellbeing	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_7	quá_tải	điều_hòa_cảm_xúc	kết_nối_lại	3	cao
attributed.ma.vii_28.just_calm	rest_wellbeing	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_7	tổn_thương_cảm_xúc	điều_hòa_cảm_xúc	kết_nối_lại	3	cao
attributed.paulo_coelho.the_alchemist.005	rest_wellbeing	adapted_wisdom	biên_soạn	không	đã_đánh_giá_trong_đợt_7	quá_tải	phán_đoán_độc_lập	giữ_hai_mặt	3	cao
attributed.seneca.letter_28.burdens	rest_wellbeing	adapted_wisdom	phát_hành	không	đã_đánh_giá_trong_đợt_7	thay_đổi	hiểu_mình	nhận_ra	4	cao
damp_paper_is_not_the_pens_fault	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	tự_cảm_thông	đổi_khung_nhìn	3	cao
dark_room_before_the_body_is_ready	rest_wellbeing	selflo_original	biên_soạn	không	đã_quy_đổi_từ_mẫu_36	cạn_năng_lượng	hiểu_mình	nhận_ra	3	trung_bình
do_not_let_work_rent_your_mind_after_hours	rest_wellbeing	selflo_original	biên_soạn	có	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	biết_đủ	buông	3	cao
empty_desk_with_glowing_screen	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	áp_lực_công_việc	hiểu_mình	nhận_ra	3	cao
energy_has_a_budget	rest_wellbeing	selflo_original	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	quá_tải	hiểu_mình	gọi_tên	3	cao
energy_layer_digest	rest_wellbeing	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	nhận_biết_cảm_xúc	nhận_ra	2	cao
enough_for_today	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	biết_đủ	chấp_nhận_giới_hạn	4	cao
excitement_has_a_lifespan	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	hiểu_mình	chấp_nhận_giới_hạn	2	cao
faster_clock_does_not_lengthen_day	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	quá_tải	biết_đủ	chấp_nhận_giới_hạn	2	cao
hands_keep_the_hammers_echo	rest_wellbeing	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	điều_hòa_cảm_xúc	chấp_nhận_giới_hạn	3	cao
house_turns_off_one_window_at_a_time	rest_wellbeing	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	điều_hòa_cảm_xúc	chấp_nhận_giới_hạn	3	cao
kitchen_cools_after_the_flame	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	điều_hòa_cảm_xúc	chấp_nhận_giới_hạn	3	cao
morning_dew_leaves_when_warm	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	hồi_phục	tự_cảm_thông	chấp_nhận_giới_hạn	3	cao
morning_enters_before_the_alarm	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	không_gắn_hoàn_cảnh_cụ_thể	sự_hiện_diện	chậm_lại	2	trung_bình
ordinary_day_can_be_recharge	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	biết_đủ	đổi_khung_nhìn	3	cao
quote.laundry_and_two_bells	rest_wellbeing	adapted_wisdom	biên_soạn	có	đã_quy_đổi_từ_mẫu_36	áp_lực_công_việc	hiểu_mình	gọi_tên	3	trung_bình
rest_is_part_of_rhythm	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	biết_đủ	đổi_khung_nhìn	4	cao
shop_closes_but_street_continues	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	áp_lực_công_việc	biết_đủ	buông	3	cao
silence_between_notes_belongs_to_music	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	quá_tải	biết_đủ	đổi_khung_nhìn	3	cao
sprint_and_marathon_need_different_breath	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	phán_đoán_độc_lập	đổi_khung_nhìn	3	cao
stable_is_not_empty	rest_wellbeing	selflo_original	biên_soạn	có	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	biết_đủ	đổi_khung_nhìn	3	cao
stars_remain_behind_clouds	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	tổn_thương_cảm_xúc	chịu_đựng_bất_định	đổi_khung_nhìn	2	trung_bình
streetlight_turns_off_when_unneeded	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	biết_đủ	chấp_nhận_giới_hạn	2	cao
string_needs_enough_tension	rest_wellbeing	selflo_original	biên_soạn	không	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	biết_đủ	giữ_hai_mặt	3	cao
ten_percent_means_recharge	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	biết_đủ	chấp_nhận_giới_hạn	1	cao
tide_does_not_apologize	rest_wellbeing	selflo_original	biên_soạn	có	đã_đánh_giá_trong_đợt_7	cạn_năng_lượng	tự_cảm_thông	chấp_nhận_giới_hạn	4	cao
tight_grip_tires_before_arrival	rest_wellbeing	selflo_original	biên_soạn	không	đã_kiểm_chứng_trong_mẫu_88	cạn_năng_lượng	biết_đủ	chấp_nhận_giới_hạn	2	trung_bình
